5.693,1.1639,0.0027108192443847656
5.693,12.093,0.01216888427734375
5.693,2.5009,0.012890815734863281
5.693,2.7985,0.013477802276611328
5.693,4.2279,0.04312586784362793
5.693,4.8713,0.04421091079711914
5.693,5.6261,0.045128822326660156
5.693,6.7,0.04633498191833496
5.693,7.5066,0.062149763107299805
5.693,7.9453,0.06337404251098633
5.693,7.8147,0.07610082626342773
5.693,8.1501,0.0781869888305664
5.693,8.8192,0.07911491394042969
5.693,9.6982,0.09016704559326172
5.693,9.2297,0.09206485748291016
5.693,7.6666,0.13511180877685547
5.693,7.421,0.13583874702453613
5.693,7.1112,0.1361558437347412
5.693,6.869,0.14718103408813477
5.693,6.5219,0.16446590423583984
5.693,6.4505,0.16518807411193848
5.693,5.7228,0.16617965698242188
5.693,4.6239,0.1821286678314209
5.693,4.0736,0.1830599308013916
5.693,1.5165,0.208115816116333
5.693,1.3436,0.2281508445739746
5.693,1.6317,0.23612093925476074
5.693,1.9312,0.2373518943786621
5.693,2.1796,0.23806381225585938
5.693,1.9091,0.2391037940979004
5.693,1.7412,0.25553083419799805
5.693,1.899,0.2563650608062744
5.693,1.909,0.25682973861694336
5.693,2.6215,0.25719690322875977
5.693,3.0886,0.266110897064209
5.693,3.9954,0.2670760154724121
5.693,4.2072,0.28617167472839355
5.693,5.0878,0.287092924118042
5.693,5.6158,0.30010986328125
5.693,6.4401,0.3010978698730469
5.693,6.5397,0.3018679618835449
5.693,5.4952,0.3282816410064697
5.693,5.5406,0.33109283447265625
5.693,5.9272,0.3452270030975342
5.693,6.3931,0.34615278244018555
5.693,6.8273,0.34711480140686035
5.693,7.6143,0.34807705879211426
5.693,9.0525,0.38607192039489746
5.693,9.6067,0.38710594177246094
5.693,10.5724,0.3880350589752197
5.693,10.5374,0.3890407085418701
5.693,5.693,0.4321568012237549
5.693,8.7879,0.4350557327270508
5.693,7.6771,0.4353508949279785
5.693,5.8738,0.46411895751953125
5.693,5.6834,0.4761159420013428
5.693,6.0667,0.4771108627319336
5.693,6.2731,0.47809481620788574
5.693,6.2983,0.5071506500244141
5.693,6.2699,0.5081758499145508
5.693,6.7654,0.5221188068389893
5.693,7.443,0.5372998714447021
5.693,7.818,0.5380868911743164
5.693,7.6055,0.5543627738952637
5.693,6.6965,0.5581629276275635
5.693,6.3531,0.5741407871246338
5.693,6.2134,0.5861449241638184
5.693,6.2012,0.5881237983703613
5.693,6.5622,0.589094877243042
5.693,7.0053,0.5900700092315674
5.693,7.5248,0.5904858112335205
5.693,7.412,0.5961098670959473
5.693,6.7856,0.5970468521118164
5.693,6.9453,0.5980699062347412
5.693,6.5424,0.6120717525482178
5.693,5.7,0.6130468845367432
5.693,4.217,0.613358736038208
5.693,3.0613,0.6235289573669434
5.693,2.5808,0.6240749359130859
5.693,1.6599,0.6251020431518555
5.693,1.0172,0.6260957717895508
5.693,0.6983,0.6270897388458252
5.693,0.5081,0.6281008720397949
5.693,0.3378,0.6283607482910156
5.693,0.2789,0.6293509006500244
5.693,0.2591,0.6361608505249023
5.693,0.2523,0.636711835861206
5.693,0.2494,0.670097827911377
5.693,2.3756,0.7141017913818359
5.693,1.9501,0.7150518894195557
5.693,1.722,0.7281537055969238
5.693,2.5043,0.7663009166717529
5.693,2.7626,0.779167890548706
5.693,3.0239,0.7801477909088135
5.693,3.316,0.7805140018463135
5.693,3.7483,0.781121015548706
5.693,3.9223,0.804135799407959
5.693,6.0164,0.8481338024139404
5.693,7.9672,0.8615968227386475
5.693,9.0811,0.8630697727203369
5.693,9.857,0.8635129928588867
5.693,8.2854,0.865081787109375
5.693,8.9818,0.8661229610443115
5.693,1.0,0.8884768486022949
5.693,7.1123,0.8921008110046387
5.693,5.7171,0.8928918838500977
5.693,4.2377,0.8932578563690186
5.693,3.0934,0.902451753616333
5.693,0.8036,0.9109349250793457
5.693,0.6051,0.9118478298187256
5.693,0.3729,0.9121427536010742
5.693,0.2928,0.9124047756195068
5.693,0.266,0.9130439758300781
5.693,0.2564,0.9360496997833252
5.693,-0.2464,0.9370837211608887
5.693,-0.2825,0.9373857975006104
5.693,-0.2234,0.9413537979125977
5.693,-0.2036,0.9500558376312256
5.693,2.4775,1.014089822769165
5.693,2.2859,1.0151050090789795
5.693,3.0118,1.0155258178710938
5.693,3.8276,1.0430409908294678
5.693,4.8306,1.0439069271087646
5.693,5.244,1.056077003479004
5.693,6.1342,1.057142972946167
5.693,6.8161,1.0580768585205078
5.693,7.6162,1.0590887069702148
5.693,8.3493,1.0600450038909912
5.693,9.6452,1.0720648765563965
5.693,10.871,1.0831987857818604
5.693,12.2247,1.085082769393921
5.693,13.406,1.1131329536437988
5.693,14.1511,1.1141140460968018
5.693,12.8706,1.1310818195343018
5.693,5.693,1.150174856185913
5.693,8.8192,1.1511290073394775
5.693,8.8174,1.1521098613739014
5.693,9.4313,1.1530418395996094
5.693,10.4698,1.1540257930755615
5.693,11.0623,1.1543779373168945
5.693,7.5694,1.183135986328125
5.693,7.8595,1.1960947513580322
5.693,8.0504,1.1981287002563477
5.693,8.7548,1.2110540866851807
5.693,9.7251,1.2260746955871582
5.693,9.5138,1.2380919456481934
5.693,7.9334,1.2391259670257568
5.693,5.037,1.2591657638549805
5.693,4.5438,1.260089635848999
5.693,4.1947,1.2610747814178467
5.693,4.5096,1.2894728183746338
5.693,4.144,1.3061468601226807
5.693,4.0321,1.3082308769226074
5.693,4.5358,1.3090689182281494
5.693,8.1394,1.3441708087921143
5.693,9.1863,1.3451168537139893
5.693,9.3652,1.3490958213806152
5.693,8.6007,1.3681199550628662
5.693,8.2157,1.375351905822754
5.693,8.01,1.376067876815796
5.693,7.6462,1.3921537399291992
5.693,7.2557,1.3928906917572021
5.693,5.7494,1.4071106910705566
5.693,5.6732,1.4211230278015137
5.693,5.3136,1.4218497276306152
5.693,4.8168,1.4401488304138184
5.693,4.5665,1.453165054321289
5.693,3.9641,1.4631187915802002
5.693,3.1069,1.4641399383544922
5.693,2.9464,1.4791007041931152
5.693,2.9413,1.4800560474395752
5.693,2.9065,1.4921257495880127
5.693,3.2437,1.4930548667907715
5.693,3.4721,1.494048833847046
5.693,3.4076,1.5101597309112549
5.693,3.228,1.5112287998199463
5.693,3.4038,1.522157907485962
5.693,4.1074,1.5242118835449219
5.693,4.6433,1.5251057147979736
5.693,5.5612,1.5260488986968994
5.693,6.119,1.5380768775939941
