1,24.13,heating,0.000146866
1,24.13,heating,0.004449129
1,24.16,heating,0.004860878
1,24.16,heating,0.00518775
1,24.21,heating,0.005537033
1,24.16,heating,0.005912066
1,24.13,heating,0.006508112
1,24.18,heating,0.006850004
1,24.16,heating,0.007214785
1,24.16,heating,0.007511139
1,24.11,heating,0.00778985
1,24.13,heating,0.008057833
1,24.16,heating,0.008314848
1,24.11,heating,0.008568048
1,24.18,heating,0.008814812
1,24.16,heating,0.009063005
1,24.16,heating,0.009315729
1,24.16,heating,0.009564877
1,24.13,heating,0.009803057
1,24.16,heating,0.010046005
1,24.08,heating,0.010289907
1,24.16,heating,0.01053381
1,24.16,heating,0.01077199
1,24.16,heating,0.011004925
1,24.11,heating,0.011240005
1,24.16,heating,0.011474848
1,24.16,heating,0.011705875
1,24.16,heating,0.011940956
1,24.16,heating,0.012173891
1,24.13,heating,0.012407064
1,24.16,heating,0.01264596
1,24.11,heating,0.012887001
1,24.11,heating,0.013123035
1,24.16,heating,0.013358831
1,24.11,heating,0.013588905
1,24.18,heating,0.013813972
1,24.16,heating,0.014045
1,24.18,heating,0.014654875
1,24.16,heating,0.015058994
1,24.13,heating,0.015435934
1,24.13,heating,0.015749931
1,24.16,heating,0.016115904
1,24.13,heating,0.01647687
1,24.16,heating,0.016775846
1,24.16,heating,0.017100096
1,24.16,heating,0.017350912
1,24.11,heating,0.017605782
1,24.11,heating,0.017862797
1,24.08,heating,0.018234968
1,24.16,heating,0.018701792
1,24.21,heating,0.018974066
1,24.16,heating,0.019212008
1,24.16,heating,0.019472837
1,24.11,heating,0.019714117
1,24.13,heating,0.019958973
1,24.16,heating,0.020194054
1,24.13,heating,0.020432949
1,24.16,heating,0.020677805
1,24.16,heating,0.020916939
1,24.13,heating,0.021159887
1,24.18,heating,0.021503925
1,24.16,heating,0.022083044
1,24.13,heating,0.022383928
1,24.11,heating,0.022644997
1,24.16,heating,0.022911072
1,24.16,heating,0.023169994
1,24.13,heating,0.02342391
