1,22.65,heating,0.0013251304626464844
1,22.59,heating,0.005384922027587891
1,22.65,heating,0.0061588287353515625
1,22.59,heating,0.00656890869140625
1,22.59,heating,0.006886005401611328
1,22.59,heating,0.007181882858276367
1,22.59,heating,0.0074498653411865234
1,22.65,heating,0.007709980010986328
1,22.62,heating,0.008032083511352539
1,22.62,heating,0.008285999298095703
1,22.57,heating,0.008532047271728516
1,22.59,heating,0.008768081665039062
1,22.7,heating,0.009005069732666016
1,22.62,heating,0.00923919677734375
1,22.65,heating,0.009473085403442383
1,22.65,heating,0.009706974029541016
1,22.62,heating,0.009942054748535156
1,22.59,heating,0.010174989700317383
1,22.62,heating,0.01041102409362793
1,22.65,heating,0.010647058486938477
1,22.62,heating,0.010893106460571289
1,22.65,heating,0.011124134063720703
1,22.62,heating,0.011362075805664062
1,22.62,heating,0.011598825454711914
1,22.59,heating,0.011843204498291016
1,22.62,heating,0.012076139450073242
1,22.65,heating,0.012315988540649414
1,22.62,heating,0.012556076049804688
1,22.57,heating,0.012794017791748047
1,22.59,heating,0.01302790641784668
1,22.65,heating,0.01326608657836914
1,22.59,heating,0.01350092887878418
1,22.62,heating,0.013735055923461914
1,22.62,heating,0.013968944549560547
1,22.59,heating,0.014207124710083008
1,22.62,heating,0.01444101333618164
1,22.57,heating,0.014678001403808594
1,22.62,heating,0.014919042587280273
1,22.59,heating,0.015149831771850586
1,22.65,heating,0.01538991928100586
1,22.65,heating,0.015625
1,22.65,heating,0.015856027603149414
1,22.62,heating,0.01618790626525879
1,22.65,heating,0.016885995864868164
1,22.65,heating,0.017585039138793945
1,22.62,heating,0.0179440975189209
1,22.65,heating,0.018220186233520508
1,22.62,heating,0.018481016159057617
1,22.62,heating,0.018725872039794922
1,22.62,heating,0.01896500587463379
1,22.62,heating,0.019196033477783203
1,22.62,heating,0.01942610740661621
1,22.62,heating,0.019651174545288086
1,22.62,heating,0.019874095916748047
1,22.62,heating,0.020107030868530273
1,22.59,heating,0.020339012145996094
1,22.62,heating,0.02056717872619629
1,22.62,heating,0.020792007446289062
1,22.59,heating,0.021013975143432617
1,22.62,heating,0.02123284339904785
1,22.65,heating,0.02146601676940918
1,22.62,heating,0.02170085906982422
1,22.67,heating,0.021932125091552734
1,22.65,heating,0.022168874740600586
1,22.65,heating,0.022403955459594727
1,22.62,heating,0.022661924362182617
1,22.65,heating,0.022915124893188477
1,22.62,heating,0.023150920867919922
1,22.62,heating,0.023396015167236328
1,22.62,heating,0.023633956909179688
1,22.62,heating,0.023900985717773438
1,22.65,heating,0.024146080017089844
1,22.62,heating,0.024773836135864258
1,22.59,heating,0.02553105354309082
1,22.59,heating,0.025925874710083008
1,22.62,heating,0.026237010955810547
1,22.62,heating,0.026998043060302734
