12,0.3372,10.8371,30.5653,2.96137023
12,0.1345,11.5361,30.8625,2.990330219
12,0.2022,11.3029,31.0301,3.001335144
12,0.2713,11.0645,31.1877,3.01732111
12,0.2855,11.0154,31.3799,3.034316063
12,0.1947,11.3286,31.6146,3.06235218
12,0.1585,11.4533,31.8278,3.075349092
12,0.4484,10.4538,31.8984,3.088304043
12,0.0148,11.9489,32.4544,3.133304119
12,0.289,11.0034,32.5419,3.145412207
12,0.4883,10.3161,32.6331,3.168380022
12,0.1928,11.3351,32.9338,3.190356016
12,0.4774,10.3537,33.2199,3.226342916
12,0.5099,10.2417,33.366,3.239434004
12,-0.0023,12.0079,33.7606,3.255353212
12,0.2441,11.1582,33.8684,3.273483038
12,0.1928,11.3352,34.2895,3.306941986
12,0.044,11.8482,34.5709,3.330383301
12,0.5602,10.0682,34.5794,3.347445011
12,0.4741,10.3653,34.7907,3.366042137
12,0.0284,11.9019,35.2643,3.400284052
12,0.5216,10.2015,35.277,3.416309118
12,0.4557,10.4285,35.4752,3.433331966
12,0.0012,11.9959,35.866,3.44839716
12,0.3949,10.6384,35.9228,3.478315115
12,0.5404,10.1366,36.0393,3.49328804
12,0.1903,11.3438,36.5831,3.529413939
12,0.2648,11.0867,36.9237,3.570290089
12,0.1585,11.4535,37.1584,3.584339142
12,0.2015,11.3052,37.3386,3.598302126
12,0.3018,10.9592,37.487,3.627346039
12,0.2324,11.1986,37.7041,3.640298128
12,0.1842,11.3649,37.9074,3.656403065
12,0.4506,10.4464,38.1954,3.687428236
12,0.209,11.2793,38.4696,3.712291241
12,0.0242,11.9166,38.7606,3.729300022
12,0.3346,10.8461,38.8366,3.743319035
12,0.5067,10.2529,38.9386,3.769368172
12,0.1065,11.6327,39.2948,3.784307003
12,0.1495,11.4845,39.492,3.808346272
12,0.5103,10.2404,39.5361,3.82242322
12,0.4424,10.4746,39.7351,3.842234135
12,-0.0585,12.2018,40.1527,3.863347054
12,0.4595,10.4156,40.1481,3.877263069
12,0.5053,10.2574,40.3142,3.905373096
12,0.0168,11.9419,40.7034,3.91728425
12,0.1871,11.3548,40.848,3.930432081
12,0.2834,11.0226,41.2472,3.981241226
12,0.1834,11.3675,41.5471,4.003303051
12,0.5968,9.9422,41.6019,4.015367031
12,0.1874,11.3537,41.9498,4.04136014
12,0.085,11.7069,42.2033,4.053359985
12,0.5566,10.0806,42.2221,4.087379932
12,0.337,10.838,42.494,4.098384142
12,0.041,11.8586,42.8146,4.113369226
12,0.4935,10.2984,42.9948,4.149276018
12,0.1549,11.4657,43.3146,4.166274071
12,0.1113,11.6162,43.5413,4.179415226
12,0.3296,10.8634,43.659,4.208283901
12,0.345,10.8105,43.8281,4.223282099
12,0.2579,11.1108,44.253,4.252331018
12,0.2485,11.1431,44.4571,4.280391932
12,0.358,10.7657,44.5909,4.29538703
12,0.1673,11.423,44.8574,4.31508708
12,0.1006,11.6529,45.0967,4.327283144
12,0.4516,10.4427,45.15,4.344336271
12,0.4391,10.4858,45.3211,4.369294167
12,-0.0328,12.113,45.7172,4.388225079
12,0.5106,10.2393,45.8771,4.422342062
12,0.2255,11.2223,46.1705,4.435403109
12,0.0487,11.832,46.4524,4.461332083
12,0.5573,10.0783,46.4647,4.479377985
12,0.4832,10.3337,46.6733,4.495378971
12,-0.0835,12.288,47.1185,4.51324296
12,0.4446,10.4671,47.1189,4.539278269
12,0.023,11.9207,47.6619,4.570314169
12,0.2212,11.2371,47.8153,4.602331877
12,0.5614,10.0642,47.8713,4.615346909
12,0.3919,10.6486,48.1064,4.630402088
12,0.5502,10.1027,48.519,4.663215876
12,0.4206,10.5495,48.7392,4.687356949
12,0.0083,11.9715,49.1073,4.699290276
12,0.3302,10.8615,49.1852,4.725332975
12,0.3909,10.652,49.337,4.742255926
12,0.2134,11.2642,49.8045,4.786345005
12,0.2542,11.1236,49.9805,4.80425024
12,0.3674,10.733,50.1213,4.814304113
12,0.2044,11.2952,50.394,4.846661091
12,0.4486,10.453,50.8438,4.886285067
12,0.1025,11.6465,51.1801,4.914318085
12,0.1231,11.5754,51.3738,4.92442131
12,0.5359,10.152,51.6384,4.969338894
12,-0.0235,12.0811,52.0602,4.983206034
12,0.4674,10.3881,52.0909,5.009284258
12,0.5364,10.1502,52.2397,5.022538185
12,-0.0817,12.2817,52.6876,5.047365189
12,0.4038,10.6075,52.7252,5.058295012
12,0.5166,10.2187,52.8721,5.093225002
12,0.0514,11.8227,53.2479,5.098201275
12,0.2037,11.2976,53.4128,5.126312971
12,0.5625,10.0604,53.4773,5.150237083
12,0.3037,10.9529,53.761,5.159219027
12,-0.0357,12.1231,54.1012,5.175219059
12,0.517,10.2171,54.11,5.195319176
12,0.5016,10.2702,54.2899,5.211266041
12,-0.0046,12.0159,54.7064,5.241689205
12,0.3436,10.815,54.7719,5.259227037
12,0.5669,10.0451,54.8655,5.277276039
12,0.0327,11.8874,55.2735,5.292267084
12,0.1626,11.4392,55.4212,5.304241896
12,0.4011,10.6168,55.532,5.328217268
12,0.2519,11.1314,55.7702,5.345309019
12,0.3965,10.6328,56.1073,5.383219004
12,0.2384,11.1778,56.3569,5.396229267
12,0.127,11.5622,56.6024,5.4222579
12,0.454,10.4347,56.6676,5.434247971
12,0.1128,11.611,57.0008,5.450469971
12,0.3049,10.9488,57.1297,5.479465961
12,0.2112,11.2716,57.3525,5.491289139
12,0.0857,11.7045,57.6071,5.519294024
12,0.075,11.7414,58.1755,5.568264008
12,0.5254,10.1882,58.3373,5.598315001
12,0.4694,10.3815,58.5321,5.618242025
12,0.3032,10.9544,58.9981,5.646776199
12,0.5237,10.1943,59.097,5.662319183
12,0.2354,11.1884,59.3961,5.687269211
12,0.0289,11.9004,59.7029,5.711418152
12,0.5534,10.0916,59.7121,5.726213217
12,0.4757,10.3598,59.9192,5.740230083
12,-0.0816,12.2815,60.3591,5.771774054
12,0.426,10.5311,60.3717,5.789372921
12,0.5616,10.0636,60.5029,5.799329042
12,0.0554,11.8091,60.8971,5.814330101
12,0.234,11.193,61.0532,5.840233088
12,0.5748,10.0181,61.1,5.853274107
12,0.1768,11.3904,61.4474,5.882162094
12,0.0923,11.6817,61.6906,5.8922472
12,0.3733,10.7129,61.7772,5.924190044
12,0.3374,10.8365,61.9774,5.941243887
12,0.1171,11.5964,62.2712,5.958657026
12,0.1912,11.3407,62.4415,5.97537303
12,0.2635,11.0914,62.5956,5.991209984
12,0.3223,10.8885,62.7617,6.007192135
12,0.1935,11.3327,63.0132,6.026196003
12,0.1633,11.437,63.241,6.050187111
12,0.4439,10.4693,63.3066,6.06923914
12,0.2493,11.1403,63.5651,6.086234093
12,0.332,10.8551,63.9651,6.135192156
12,0.4823,10.3368,64.0644,6.14121604
12,0.1721,11.4064,64.3643,6.156174183
12,0.0866,11.7013,64.6224,6.183197021
12,0.5022,10.2683,64.6515,6.201229095
12,0.4659,10.3934,64.8483,6.219280958
12,0.2536,11.1257,65.3169,6.249191999
12,0.5456,10.1187,65.3963,6.265237093
12,0.4809,10.3419,66.1993,6.341189146
12,-0.0923,12.3184,66.6327,6.359038115
12,0.4818,10.3385,66.8121,6.393238068
12,-0.0071,12.0243,67.2179,6.413393021
12,0.2579,11.1107,67.3172,6.427582979
12,0.5682,10.0407,67.3828,6.455461979
12,0.1809,11.3763,67.7237,6.471313953
12,0.0958,11.6697,67.9638,6.487353086
12,0.3586,10.7636,68.0466,6.500245094
12,0.3404,10.8262,68.2491,6.528253078
12,0.1073,11.63,68.539,6.541224957
12,0.2548,11.1213,68.8769,6.582279921
12,0.3371,10.8375,69.0299,6.597191095
12,0.2039,11.2967,69.2826,6.627343178
12,0.15,11.4826,69.5089,6.644291162
12,0.4292,10.5199,69.5879,6.661493063
12,0.2509,11.1349,69.846,6.67256403
12,0.0114,11.9608,70.1505,6.705195189
12,0.2863,11.0129,70.2387,6.708220959
12,0.1206,11.5842,70.6931,6.753230095
12,0.117,11.5967,70.9063,6.765236139
12,0.5086,10.2464,70.9447,6.790155172
12,0.4502,10.4477,71.1445,6.802208185
12,-0.0704,12.2427,71.5591,6.831246138
12,0.4676,10.3875,71.5652,6.845144033
12,0.5084,10.2469,71.7335,6.863139153
12,0.0049,11.9833,72.132,6.877281189
12,0.3203,10.8955,72.2574,6.904253006
12,0.5495,10.1052,72.3517,6.922366142
12,0.1764,11.3917,72.6892,6.936242104
12,0.0912,11.6856,72.9542,6.961283207
12,0.4355,10.4984,73.1977,6.991261959
12,-0.0098,12.0338,73.5843,7.014236927
12,0.3988,10.6249,73.6157,7.025385141
12,0.5294,10.1746,73.7362,7.050152063
12,0.0177,11.9391,74.14,7.064190149
12,0.4336,10.5049,74.3083,7.09317112
12,0.3369,10.8384,74.5212,7.120500088
12,0.1035,11.6432,74.8207,7.139154911
12,0.2586,11.1082,74.9515,7.148195267
12,0.2456,11.1532,75.1689,7.174179077
12,0.3351,10.8443,75.307,7.194176197
12,0.2162,11.2546,75.5516,7.211193085
12,0.1349,11.5349,75.7836,7.231184244
12,0.4204,10.5503,75.8661,7.248222113
12,0.2998,10.9661,76.0962,7.266222239
12,0.0127,11.9561,76.4287,7.280400991
12,0.2765,11.0466,76.5207,7.298279047
12,0.4912,10.3062,76.6143,7.324239254
12,0.1864,11.3573,76.9222,7.348246098
12,0.0521,11.8202,77.1899,7.358201265
12,0.486,10.3241,77.2083,7.37018609
12,0.1227,11.5768,77.6655,7.412143946
12,0.1274,11.5607,77.8741,7.426203966
12,0.5575,10.0775,77.9205,7.439284086
12,0.2966,10.9771,78.2085,7.466338158
12,-0.032,12.1105,78.5479,7.480199099
12,0.4842,10.3304,78.7005,7.516304255
12,-0.0409,12.1409,79.1055,7.532212019
12,0.2224,11.2331,79.2221,7.565256119
12,0.5672,10.0442,79.2907,7.581231117
12,0.3337,10.8494,79.5519,7.593164206
12,0.0307,11.8943,79.8901,7.612245083
12,0.5238,10.1938,79.8989,7.621242285
12,0.4288,10.5213,80.111,7.650266171
12,0.2623,11.0955,80.5792,7.679322243
12,0.3908,10.6525,80.7242,7.706166029
12,0.1174,11.5952,81.0241,7.721306086
12,0.2243,11.2264,81.1779,7.745236158
12,0.2268,11.2179,81.3819,7.760200024
12,0.3769,10.7004,81.5104,7.77314806
12,0.1812,11.3753,81.7953,7.798181295
12,0.1212,11.5821,82.0212,7.812164068
12,0.3424,10.8191,82.1297,7.849176168
12,0.4296,10.5185,82.2866,7.858129025
