phase_angle,radius
2.3012668230925972,0.11909650727442807
2.373020209118648,0.11408861561546121
2.4455520580448766,0.1094345926789665
2.5198362606933697,0.10552385328093826
2.5993600403890547,0.10223802081798032
2.6785001175183996,0.09922568180471723
2.7619396114611585,0.09640931411352995
2.8497470861998115,0.09430146388691342
2.942419750319157,0.09203829199829876
3.0339506248332366,0.09048447207948641
3.1344737924651875,0.08943555376821699
-3.051516020086452,0.08910420366163078
-2.947421896603106,0.08946435199367161
-2.8493008642875632,0.09049888596230825
-2.7472191044682206,0.09235793141321579
-2.6533405708975764,0.09478898691332521
-2.561083799103278,0.09773680874232364
-2.473364969130526,0.10082972421893618
-2.3914537595463083,0.10464929429601084
-2.3134314693740796,0.1085176644952967
-2.2372880954065195,0.1128588224611568
-2.1671572835590376,0.11780399183200777
-2.10360750795092,0.12282527519419222
-2.038492151945816,0.12774075091143733
-1.9786005402750149,0.1326950351882763
-1.9231763596143956,0.1376281340107403
-1.8683060239834288,0.1425208067134457
-1.813750791336094,0.1474074603026014
-1.7653216409878318,0.15217185392344854
-1.7164365356836595,0.15691673759949779
-1.6662790189949759,0.16124135080955787
-1.617134723201964,0.16507063286265464
-1.5693602302528735,0.1688477321575122
-1.5216490754168386,0.17214467932628183
-1.4723403016490408,0.17457423264757096
-1.4232314301102968,0.1770120944064022
-1.3736720929014414,0.1784437682228643
-1.3242014812663183,0.1792836798295678
-1.2721772972384353,0.1798260082052898
-1.2208764001072232,0.1801999966341524
-1.170098722184339,0.1797395275308862
-1.1208751786915772,0.17875647253117638
-1.068980413914772,0.17725817460364093
-1.0195584875532653,0.17551380432206062
-0.9716677961387875,0.1728060745571737
-0.9229705489501572,0.1694790493530171
-0.8738121283137141,0.16616706561676092
-0.8266035991210491,0.1620337463832453
-0.7755485321639164,0.1576707364978149
-0.7238773117968507,0.15287781577372175
-0.6729375308082244,0.14822036214285325
-0.6236162328204934,0.1431986649191089
-0.5755353599667897,0.13774489808774967
-0.5288146469735916,0.13134512309005497
-0.48521555486921447,0.12491416352125306
-0.4415012107348427,0.11786169956570687
-0.3967969505910596,0.11015543730822432
-0.34998754766452544,0.10269633945038785
-0.2959866090003276,0.09549710725033154
-0.23339852665357397,0.08862109477196868
-0.15511742621933497,0.08224234319866139
-0.062107128491090124,0.07746846252550857
0.048628826638003594,0.07466195934490506
0.15704153854978634,0.07403639858344549
0.2651734023981393,0.07595452511812859
0.35153607380358237,0.08010208624734606
0.42124740025888924,0.08609337820142872
0.47057300094810045,0.09337699206672921
0.5121149569733331,0.10150573554644512
0.5441400310766158,0.11006868341274278
0.5769569179141782,0.11882511662812587
0.6082230025564056,0.12742942481209552
0.6412243469121305,0.13564185828933992
0.6759490898728802,0.14351177882444863
0.7123841146400701,0.15109263984396037
0.7492097783657312,0.15802814259102327
0.7868447860005529,0.16435703666217166
0.8256372827607393,0.17012435309123816
0.8658844885980745,0.1753817626317472
0.907843729445174,0.18018803993841367
0.9493206507217973,0.18472856682717181
0.992445415684553,0.18846743649060543
1.0381334425739743,0.1919268327503822
1.0815077638933674,0.19485572597900047
1.1254470118554212,0.19717929706220513
1.17040546272787,0.19893163964052396
1.2145004028520554,0.20061652587342646
1.257994236510603,0.20176144023025855
1.3036017075623754,0.2024050910911631
1.3494552256445393,0.2025512794954882
1.393323658446365,0.20258377176157694
1.4381205620654478,0.20210511328619654
1.4820631085225382,0.20101942479350424
1.5234273865589447,0.19916159358739471
1.5649270321248148,0.19662375283127445
1.607080091155566,0.19340238191387477
1.6472116071360061,0.1897258582428604
1.6889405994067,0.185333799460358
1.7316733614469277,0.18064917902551503
1.7757847215818767,0.1756741305980308
1.8217080243821047,0.17041705614404137
1.8677292611325933,0.16461133343687182
1.9147895865742528,0.15887997136289886
1.9609966334805278,0.15354804573589828
2.003867170826097,0.14757682456915905
2.048079443627511,0.1415559923181712
